X	Y	Nom	NUMERO_DEPARTEMENT	CODE_BASS	CODE_INSEE	IDIndexDATA	CLEGCES	NOM_PLAN_DEPLOIEMENT	CODE_REGION	CODE_INSEE_SGA	champ_graphe	longueur_specifique	vitesse_specifique	NUMERO_INSEE	GROUPEMENT	NOM_ZONE_OP	SECTEUR_SINISTRE	OBSERVATIONS	DFCI_ID_MOT	AUTRE_APPELATION	AUTRE_APPELATION_1	AUTRE_APPELATION_2	AUTRE_APPELATION_3	TYPE_AUTRE_APPELATION	TYPE_AUTRE_APPELATION_1	TYPE_AUTRE_APPELATION_2	TYPE_AUTRE_APPELATION_3	ADRESSE	Longueur specifique	Vitesse specifique	IdZoneGeo	z	type	ID
       1218566.3095149652	       6199606.299058351									20				20096																		0	10	
       1218479.2906266276	       6199626.536293805									20				20096																		0	10	
       1218300.752261817	       6199544.242829245									20				20096																		0	10	
       1218395.7274560193	       6199637.519148122									20				20096																		0	10	
       1218586.021762052	       6199590.348715995									20				20096																		0	10	
       1218291.6694486223	       6199554.086803531									20				20096																		0	10	
       1218652.5011466965	       6199591.195591367									20				20096																		0	10	
       1218339.1733930393	       6199556.891260276									20				20096																		0	10	
       1218301.954935052	       6199560.113285142									20				20096																		0	10	
       1218462.2479418875	       6199571.833609061									20				20096																		0	10	
       1218384.0926563272	       6199615.2820928665									20				20096																		0	10	
       1218379.5181735887	       6199646.193387439									20				20096																		0	10	
       1218262.469045526	       6199515.662811934									20				20096																		0	10	
       1218606.1240890878	       6199596.579347777									20				20096																		0	10	
       1218290.323967315	       6199514.5439515095									20				20096																		0	10	
       1218662.9364011816	       6199554.729165958									20				20096																		0	10	
       1218643.7069681946	       6199587.911402339									20				20096																		0	10	
       1218287.9458506545	       6199528.705066737									20				20096																		0	10	
       1218369.4873775302	       6199605.241938847									20				20096																		0	10	
       1218645.2980425258	       6199543.989081306									20				20096																		0	10	
       1218656.5078440213	       6199584.321825182									20				20096																		0	10	
       1218371.6933242877	       6199619.406058599									20				20096																		0	10	
       1218437.4228477934	       6199648.854765544									20				20096																		0	10	
       1218338.142571956	       6199598.387494145									20				20096																		0	10	
       1218503.6634880372	       6199628.819585117									20				20096																		0	10	
       1218660.3146617222	       6199598.962098139									20				20096																		0	10	
       1218526.8369262347	       6199613.1699075205									20				20096																		0	10	
       1218481.9149273236	       6199610.414381379									20				20096																		0	10	
       1218412.9258424581	       6199649.766332426									20				20096																		0	10	
       1218444.7555377006	       6199646.827547023									20				20096																		0	10	
       1218511.7605663275	       6199631.819015656									20				20096																		0	10	
       1218409.6951240955	       6199642.168611608									20				20096																		0	10	
       1218378.6574967313	       6199617.537065275									20				20096																		0	10	
       1218266.579972372	       6199494.972201563									20				20096																		0	10	
       1218342.4332277346	       6199614.837596345									20				20096																		0	10	
       1218333.5982260765	       6199609.074673374									20				20096																		0	10	
       1218664.406074694	       6199574.388954218									20				20096																		0	10	
       1218322.103033247	       6199573.510174047									20				20096																		0	10	
       1218278.7033001906	       6199521.490319532									20				20096																		0	10	
       1218673.059691229	       6199563.615145685									20				20096																		0	10	
       1218488.747347513	       6199640.131632636									20				20096																		0	10	
       1218637.8531066307	       6199594.2383894585									20				20096																		0	10	
       1218654.1302114308	       6199550.684728669									20				20096																		0	10	
       1218518.211293084	       6199617.630679531									20				20096																		0	10	
       1218459.6647620872	       6199623.7036897205									20				20096																		0	10	
       1218332.2497478856	       6199593.87803226									20				20096																		0	10	
       1218616.5622580335	       6199553.810043043									20				20096																		0	10	
       1218423.7124077405	       6199659.552152827									20				20096																		0	10	
       1218294.07325225	       6199568.028518149									20				20096																		0	10	
       1218593.0286237416	       6199596.186893126									20				20096																		0	10	
       1218659.0578958741	       6199545.091182879									20				20096																		0	10	
       1218659.317063619	       6199396.20031662									20				20096																		0	10	
       1218324.4846182284	       6199592.702416395									20				20096																		0	10	
       1218641.669313804	       6199555.688951843									20				20096																		0	10	
       1218551.2792209466	       6199613.58703968									20				20096																		0	10	
       1218482.3912602486	       6199647.038337665									20				20096																		0	10	
       1218252.6900850246	       6199493.895329895									20				20096																		0	10	
       1218289.9300689748	       6199561.034220904									20				20096																		0	10	
       1218264.9529650426	       6199528.929216524									20				20096																		0	10	
       1218440.435813334	       6199662.746297138									20				20096																		0	10	
       1218343.8632581106	       6199625.679037323									20				20096																		0	10	
       1218495.679577034	       6199633.820326303									20				20096																		0	10	
       1218594.272590981	       6199606.1443530815									20				20096																		0	10	
       1218499.9410098463	       6199642.91792634									20				20096																		0	10	
       1218682.2232887074	       6199561.569114059									20				20096																		0	10	
       1218656.0926631286	       6199577.030930645									20				20096																		0	10	
       1218280.1552999048	       6199505.648042112									20				20096																		0	10	
       1218302.135071625	       6199552.186894112									20				20096																		0	10	
       1218556.3056025181	       6199623.118616387									20				20096																		0	10	
       1218667.7643675175	       6199546.586963597									20				20096																		0	10	
       1218667.7409529148	       6199585.8759726									20				20096																		0	10	
       1218445.6890847823	       6199654.558368526									20				20096																		0	10	
       1218403.0930064027	       6199641.878119482									20				20096																		0	10	
       1218351.8639706643	       6199617.382626811									20				20096																		0	10	
       1218523.641083943	       6199634.895186041									20				20096																		0	10	
       1218315.0906815866	       6199583.107992176									20				20096																		0	10	
       1218513.5632158422	       6199624.114564159									20				20096																		0	10	
       1218507.0585718004	       6199641.09750964									20				20096																		0	10	
       1218584.7144731611	       6199610.379881106									20				20096																		0	10	
       1218242.2878122786	       6199494.538152411									20				20096																		0	10	
       1218481.4667618743	       6199635.945682453									20				20096																		0	10	
       1218647.1002118625	       6199550.898576841									20				20096																		0	10	
       1218648.1214821113	       6199564.561941514									20				20096																		0	10	
       1218544.0996513092	       6199629.87298915									20				20096																		0	10	
       1218358.4102339381	       6199618.739433595									20				20096																		0	10	
       1218647.1475252914	       6199604.8908683155									20				20096																		0	10	
       1218386.7724683543	       6199649.533671786									20				20096																		0	10	
       1218473.638208449	       6199636.430313925									20				20096																		0	10	
       1218278.2966670003	       6199534.2451441735									20				20096																		0	10	
       1218285.8916402422	       6199535.882089552									20				20096																		0	10	
       1218610.7977000657	       6199609.879189004									20				20096																		0	10	
       1218465.8454434958	       6199636.129961843									20				20096																		0	10	
       1218451.2329787274	       6199637.410412288									20				20096																		0	10	
       1218470.81613145	       6199651.5087887505									20				20096																		0	10	
       1218309.7639384721	       6199575.88777755									20				20096																		0	10	
       1218492.042619072	       6199648.67951399									20				20096																		0	10	
       1218477.2495445174	       6199644.458005107									20				20096																		0	10	
       1218632.1731224074	       6199591.60290383									20				20096																		0	10	
       1218553.440603377	       6199605.6824627025									20				20096																		0	10	
       1218607.8815828916	       6199623.10865647									20				20096																		0	10	
       1218333.2294452158	       6199622.676169331									20				20096																		0	10	
       1218685.5455508397	       6199573.45408258									20				20096																		0	10	
       1218278.0825642466	       6199560.22899172									20				20096																		0	10	
       1218377.7301298785	       6199635.323208292									20				20096																		0	10	
       1218361.881963249	       6199625.171264666									20				20096																		0	10	
       1218384.1521068807	       6199631.178692257									20				20096																		0	10	
       1218258.9925816257	       6199538.933234049									20				20096																		0	10	
       1218270.2824904763	       6199525.240199944									20				20096																		0	10	
       1218570.5542264068	       6199612.08280785									20				20096																		0	10	
       1218287.301655588	       6199547.103653339									20				20096																		0	10	
       1218618.8178743422	       6199600.476441375									20				20096																		0	10	
       1218378.6330768983	       6199624.165974645									20				20096																		0	10	
       1218299.9073175145	       6199574.591809575									20				20096																		0	10	
       1218351.91631575	       6199632.071729978									20				20096																		0	10	
       1218364.4550321486	       6199614.925164937									20				20096																		0	10	
       1218593.8065967404	       6199613.259920571									20				20096																		0	10	
       1218264.5095333336	       6199485.5126801375									20				20096																		0	10	
       1218632.843442873	       6199604.293589936									20				20096																		0	10	
       1218293.4430576242	       6199509.596133698									20				20096																		0	10	
       1218265.4135993125	       6199507.377960427									20				20096																		0	10	
       1218252.0451025201	       6199502.483567925									20				20096																		0	10	
       1218548.9840562623	       6199618.791333445									20				20096																		0	10	
       1218405.629429582	       6199656.727291437									20				20096																		0	10	
       1218516.5082000473	       6199638.6752746655									20				20096																		0	10	
       1218465.4603432084	       6199645.950243082									20				20096																		0	10	
       1218266.0285523185	       6199537.02642465									20				20096																		0	10	
       1218572.2677126674	       6199627.012446224									20				20096																		0	10	
       1218431.390653953	       6199654.118400865									20				20096																		0	10	
       1218627.4387294163	       6199609.977287403									20				20096																		0	10	
       1218314.375929786	       6199594.2114288695									20				20096																		0	10	
       1218483.0908036833	       6199660.693431047									20				20096																		0	10	
       1218578.1746883476	       6199612.658657444									20				20096																		0	10	
       1218431.486504053	       6199644.197007921									20				20096																		0	10	
       1218323.196899177	       6199607.97499341									20				20096																		0	10	
       1218431.9236045415	       6199664.308227904									20				20096																		0	10	
       1218534.7043718256	       6199630.363195087									20				20096																		0	10	
       1218673.5067574745	       6199554.739537124									20				20096																		0	10	
       1218326.3060377222	       6199600.691665592									20				20096																		0	10	
       1218621.4506338972	       6199616.743101617									20				20096																		0	10	
       1218419.3076066775	       6199668.273070778									20				20096																		0	10	
       1218260.6381426181	       6199491.05491834									20				20096																		0	10	
       1218578.2689450958	       6199625.08002737									20				20096																		0	10	
       1218520.7022232509	       6199626.636039681									20				20096																		0	10	
       1218273.0300856556	       6199539.988860837									20				20096																		0	10	
       1218252.0819528229	       6199509.751942154									20				20096																		0	10	
       1218489.0392411076	       6199557.653352027									20				20096																		0	10	
       1218582.8836692837	       6199618.766568707									20				20096																		0	10	
       1218530.1688841565	       6199623.5353318285									20				20096																		0	10	
       1218255.182008172	       6199532.443284801									20				20096																		0	10	
       1218635.1104469257	       6199615.817872276									20				20096																		0	10	
       1218357.5712001154	       6199638.0839333655									20				20096																		0	10	
       1218510.0895214973	       6199646.229827074									20				20096																		0	10	
       1218589.3581388805	       6199624.100258367									20				20096																		0	10	
       1218403.8058861094	       6199648.767866051									20				20096																		0	10	
       1218458.3223490515	       6199637.84372759									20				20096																		0	10	
       1218673.7780694976	       6199576.445348466									20				20096																		0	10	
       1218522.4965890185	       6199646.281779787									20				20096																		0	10	
       1218283.7558476254	       6199570.724247928									20				20096																		0	10	
       1218627.0423716437	       6199599.24106124									20				20096																		0	10	
       1218338.7448975276	       6199632.5599825075									20				20096																		0	10	
       1218689.332994322	       6199564.326793346									20				20096																		0	10	
       1218284.480578969	       6199519.004794637									20				20096																		0	10	
       1218604.673056151	       6199615.62956508									20				20096																		0	10	
       1218396.408879824	       6199645.193997666									20				20096																		0	10	
       1218562.6701403752	       6199630.633991171									20				20096																		0	10	
       1218597.5131165192	       6199618.6588572115									20				20096																		0	10	
       1218318.0639244225	       6199603.079278544									20				20096																		0	10	
       1218552.9278921366	       6199634.334430507									20				20096																		0	10	
       1218461.4303171306	       6199661.52666369									20				20096																		0	10	
       1218279.160130297	       6199498.930446224									20				20096																		0	10	
       1218271.3834689145	       6199477.583834052									20				20096																		0	10	
       1218604.900583834	       6199589.661411123									20				20096																		0	10	
       1218256.6369238636	       6199484.1716518365									20				20096																		0	10	
       1218280.6786782471	       6199552.886086659									20				20096																		0	10	
       1218279.9265061973	       6199542.545376117									20				20096																		0	10	
       1218306.2527620718	       6199585.023668356									20				20096																		0	10	
       1218324.4455505328	       6199617.008948654									20				20096																		0	10	
       1218354.0736360191	       6199624.33537782									20				20096																		0	10	
       1218287.414797427	       6199577.934717277									20				20096																		0	10	
       1218277.7056710683	       6199581.678658986									20				20096																		0	10	
       1218468.5402975506	       6199658.80685639									20				20096																		0	10	
       1218296.6980265444	       6199588.255962564									20				20096																		0	10	
       1218486.0023395808	       6199629.97109198									20				20096																		0	10	
       1218639.997123033	       6199608.367252111									20				20096																		0	10	
       1218414.5431589952	       6199662.00496024									20				20096																		0	10	
       1218344.9421506005	       6199634.070126297									20				20096																		0	10	
       1218270.8230272958	       6199550.3909660205									20				20096																		0	10	
       1218562.312921179	       6199639.468632317									20				20096																		0	10	
       1218592.075149263	       6199589.053506128									20				20096																		0	10	
       1218429.800828909	       6199672.782374693									20				20096																		0	10	
       1218269.6802340096	       6199489.962587434									20				20096																		0	10	
       1218315.5482679743	       6199619.834626619									20				20096																		0	10	
       1218264.3663279596	       6199545.513961975									20				20096																		0	10	
       1218348.851992032	       6199587.935265424									20				20096																		0	10	
       1218666.3045065447	       6199562.180767922									20				20096																		0	10	
       1218575.3015244438	       6199634.00909043									20				20096																		0	10	
       1218327.4496782497	       6199628.000136072									20				20096																		0	10	
       1218408.2685734753	       6199667.549902351									20				20096																		0	10	
       1218458.7400445282	       6199650.179154215									20				20096																		0	10	
       1218454.944724618	       6199644.828168152									20				20096																		0	10	
       1218475.597013012	       6199658.915534935									20				20096																		0	10	
       1218503.7594904779	       6199656.312756162									20				20096																		0	10	
       1218328.0943334142	       6199633.9802854685									20				20096																		0	10	
       1218419.8399771159	       6199677.62444375									20				20096																		0	10	
       1218534.5070106785	       6199644.443318485									20				20096																		0	10	
       1218682.6055164994	       6199586.845390188									20				20096																		0	10	
       1218610.961238488	       6199572.448476688									20				20096																		0	10	
       1218688.6885954167	       6199580.471880746									20				20096																		0	10	
       1218430.7162485856	       6199681.296561299									20				20096																		0	10	
       1218424.6104996996	       6199686.056557713									20				20096																		0	10	
       1218652.155411693	       6199543.115475442									20				20096																		0	10	
       1218588.0667486845	       6199633.60791762									20				20096																		0	10	
       1218437.1623362673	       6199677.4482130045									20				20096																		0	10	
       1218401.9867529313	       6199662.804078727									20				20096																		0	10	
       1218499.9518365136	       6199649.204695476									20				20096																		0	10	
       1218539.7556071565	       6199639.498723964									20				20096																		0	10	
       1218402.245038085	       6199669.604276984									20				20096																		0	10	
       1218443.5051172026	       6199670.793715904									20				20096																		0	10	
       1218269.5182728	       6199560.516751094									20				20096																		0	10	
       1218655.9215906805	       6199603.355921771									20				20096																		0	10	
       1218700.4086706068	       6199577.952201764									20				20096																		0	10	
       1218702.0132966223	       6199564.927124939									20				20096																		0	10	
       1218667.3496888755	       6199593.036780782									20				20096																		0	10	
       1218393.8989307522	       6199662.05575653									20				20096																		0	10	
       1218694.1273006129	       6199571.270707395									20				20096																		0	10	
       1218625.5416355142	       6199621.212349211									20				20096																		0	10	
       1218453.7516532713	       6199667.525803423									20				20096																		0	10	
       1218341.7988130124	       6199641.54699111									20				20096																		0	10	
       1218452.9980024062	       6199678.565953271									20				20096																		0	10	
       1218545.8158734269	       6199636.379531187									20				20096																		0	10	
       1218411.4725788604	       6199684.599988695									20				20096																		0	10	
       1218707.3381889465	       6199550.95895008									20				20096																		0	10	
       1218452.1592174347	       6199659.369416775									20				20096																		0	10	
       1218374.190727892	       6199651.570306926									20				20096																		0	10	
       1218664.423333368	       6199611.028206483									20				20096																		0	10	
       1218692.880299599	       6199558.280586338									20				20096																		0	10	
       1218596.2947273748	       6199630.076280431									20				20096																		0	10	
       1218439.65500275	       6199658.310327994									20				20096																		0	10	
       1218243.1829379762	       6199511.309634634									20				20096																		0	10	
       1218527.657601691	       6199641.1229437385									20				20096																		0	10	
       1218700.0711705165	       6199551.132154234									20				20096																		0	10	
       1218304.858713859	       6199604.854295263									20				20096																		0	10	
       1218397.3724966804	       6199655.0192802325									20				20096																		0	10	
       1218274.5191526846	       6199567.384795954									20				20096																		0	10	
       1218314.6312249897	       6199612.289728266									20				20096																		0	10	
       1218263.6717234242	       6199568.9505738									20				20096																		0	10	
       1218277.5646153095	       6199475.012798691									20				20096																		0	10	
       1218256.8761539778	       6199544.918818933									20				20096																		0	10	
       1218382.393100358	       6199655.447759899									20				20096																		0	10	
       1218269.5134156852	       6199578.513209845									20				20096																		0	10	
       1218408.1773909316	       6199676.767866628									20				20096																		0	10	
       1218644.7690900401	       6199615.821307059									20				20096																		0	10	
       1218495.8998550281	       6199665.2536874525									20				20096																		0	10	
       1218306.715043866	       6199592.004309748									20				20096																		0	10	
       1218390.5336694957	       6199667.903830469									20				20096																		0	10	
       1218420.5492420287	       6199692.43811663									20				20096																		0	10	
       1218444.8147501934	       6199679.17155002									20				20096																		0	10	
       1218492.5338068458	       6199657.008364816									20				20096																		0	10	
       1218262.206131768	       6199583.107326397									20				20096																		0	10	
       1218645.946397408	       6199595.679810824									20				20096																		0	10	
       1218692.039669156	       6199589.066675326									20				20096																		0	10	
       1218645.7928994515	       6199628.362493263									20				20096																		0	10	
       1218284.0077459065	       6199590.996650714									20				20096																		0	10	
       1218679.5476535151	       6199570.519299882									20				20096																		0	10	
       1218467.514089344	       6199668.187108495									20				20096																		0	10	
       1218424.3139642908	       6199667.731922591									20				20096																		0	10	
       1218261.3810979812	       6199558.622308412									20				20096																		0	10	
       1218684.034781572	       6199554.610619685									20				20096																		0	10	
       1218383.3663279882	       6199667.490334074									20				20096																		0	10	
       1218600.4394260522	       6199599.634082021									20				20096																		0	10	
       1218400.0736223261	       6199677.675856349									20				20096																		0	10	
       1218389.602080716	       6199675.569586693									20				20096																		0	10	
       1218349.4989089305	       6199641.106661211									20				20096																		0	10	
       1218310.8911815863	       6199601.55138975									20				20096																		0	10	
       1218344.637352333	       6199647.021425634									20				20096																		0	10	
       1218550.2884121432	       6199647.6730406135									20				20096																		0	10	
       1218314.3305175772	       6199542.057399238									20				20096																		0	10	
       1218676.8862500363	       6199541.725134296									20				20096																		0	10	
       1218246.3768189652	       6199519.853659869									20				20096																		0	10	
       1218551.3640838123	       6199641.299119763									20				20096																		0	10	
       1218420.2457508524	       6199652.60260627									20				20096																		0	10	
       1218317.1849241261	       6199630.825490713									20				20096																		0	10	
       1218434.7872627636	       6199688.809711462									20				20096																		0	10	
       1218599.9053131884	       6199638.831016053									20				20096																		0	10	
       1218698.1053071788	       6199540.305367161									20				20096																		0	10	
       1218459.6539936063	       6199676.426363035									20				20096																		0	10	
       1218581.3431589624	       6199638.950085389									20				20096																		0	10	
       1218357.4624936406	       6199649.36513912									20				20096																		0	10	
       1218424.1415380517	       6199705.778952261									20				20096																		0	10	
       1218706.9449359276	       6199584.006999739									20				20096																		0	10	
       1218263.579202417	       6199590.48198419									20				20096																		0	10	
       1218651.3711996174	       6199610.778714701									20				20096																		0	10	
       1218368.5751625462	       6199645.694864681									20				20096																		0	10	
       1218717.0632520763	       6199578.818022401									20				20096																		0	10	
       1218233.0230158153	       6199499.207372831									20				20096																		0	10	
       1218301.8662650294	       6199611.03904661									20				20096																		0	10	
       1218619.5764177723	       6199627.641582905									20				20096																		0	10	
       1218689.1382368524	       6199545.96927514									20				20096																		0	10	
       1218616.2515484504	       6199619.411162201									20				20096																		0	10	
       1218296.4735757709	       6199596.4376898315									20				20096																		0	10	
       1218676.4745788402	       6199589.164635434									20				20096																		0	10	
       1218443.5429284885	       6199690.588858218									20				20096																		0	10	
       1218362.1901767673	       6199660.208882084									20				20096																		0	10	
       1218427.2754119085	       6199694.234319068									20				20096																		0	10	
       1218280.653959333	       6199602.779796694									20				20096																		0	10	
       1218475.0940640892	       6199668.86266616									20				20096																		0	10	
       1218378.5368388214	       6199660.411846276									20				20096																		0	10	
       1218254.6355304047	       6199589.495146409									20				20096																		0	10	
       1218488.5804617126	       6199666.615530917									20				20096																		0	10	
       1218610.4729887561	       6199630.118882521									20				20096																		0	10	
       1218248.2197710003	       6199593.9217059305									20				20096																		0	10	
       1218378.2236034258	       6199677.936422525									20				20096																		0	10	
       1218371.1677378048	       6199665.477065806									20				20096																		0	10	
       1218256.9623616815	       6199566.583499472									20				20096																		0	10	
       1218248.9380333421	       6199547.081492987									20				20096																		0	10	
       1218697.6951081883	       6199585.449859051									20				20096																		0	10	
       1218307.5074266489	       6199616.769555873									20				20096																		0	10	
       1218398.3743579614	       6199690.545839079									20				20096																		0	10	
       1218675.8532633567	       6199582.826396828									20				20096																		0	10	
       1218569.3108905186	       6199637.228694365									20				20096																		0	10	
       1218294.8447795028	       6199604.807981217									20				20096																		0	10	
       1218637.6513845727	       6199622.331877524									20				20096																		0	10	
       1218540.6341387401	       6199648.849415243									20				20096																		0	10	
       1218245.130009029	       6199504.248632994									20				20096																		0	10	
       1218257.6582895985	       6199551.628254434									20				20096																		0	10	
       1218663.0094432498	       6199603.60897951									20				20096																		0	10	
       1218401.5740932848	       6199682.931285591									20				20096																		0	10	
       1218253.5837781231	       6199518.073370262									20				20096																		0	10	
       1218590.535157482	       6199648.223385951									20				20096																		0	10	
       1218347.7830217395	       6199658.045763717									20				20096																		0	10	
       1218711.9685350407	       6199575.436039242									20				20096																		0	10	
       1218384.4357838708	       6199682.452863683									20				20096																		0	10	
       1218515.4232378304	       6199654.652897675									20				20096																		0	10	
       1218630.7255032342	       6199629.536985163									20				20096																		0	10	
       1218272.9455330954	       6199591.030839473									20				20096																		0	10	
       1218670.6461120548	       6199600.787208823									20				20096																		0	10	
       1218622.0375076763	       6199634.504815067									20				20096																		0	10	
       1218255.8754807604	       6199602.647426884									20				20096																		0	10	
       1218411.246573346	       6199695.781591019									20				20096																		0	10	
       1218393.2274132906	       6199683.183187135									20				20096																		0	10	
       1218438.1206022468	       6199670.258824557									20				20096																		0	10	
       1218705.840199132	       6199589.245506429									20				20096																		0	10	
       1218414.7693920122	       6199703.137325413									20				20096																		0	10	
       1218277.5582128468	       6199529.428793228									20				20096																		0	10	
       1218678.4063112307	       6199549.4173116945									20				20096																		0	10	
       1218303.2612037642	       6199622.571706685									20				20096																		0	10	
       1218572.6317405233	       6199650.498921557									20				20096																		0	10	
       1218709.006044614	       6199567.370656133									20				20096																		0	10	
       1218678.5199839314	       6199603.411441742									20				20096																		0	10	
       1218294.7724448799	       6199579.559844404									20				20096																		0	10	
       1218260.953144301	       6199522.8376188055									20				20096																		0	10	
       1218557.6044776398	       6199650.683964351									20				20096																		0	10	
       1218566.344463283	       6199644.471580762									20				20096																		0	10	
       1218386.5363142106	       6199688.219686694									20				20096																		0	10	
       1218716.3724408492	       6199591.0539705									20				20096																		0	10	
       1218405.837927609	       6199701.408970885									20				20096																		0	10	
       1218254.2218318796	       6199559.876213143									20				20096																		0	10	
       1218681.9287549334	       6199579.6623646915									20				20096																		0	10	
       1218378.6735852093	       6199683.858673379									20				20096																		0	10	
       1218513.8695541357	       6199664.300804183									20				20096																		0	10	
       1218697.9599566483	       6199593.578486218									20				20096																		0	10	
       1218386.0645578757	       6199660.907528179									20				20096																		0	10	
       1218655.4145604717	       6199623.357185829									20				20096																		0	10	
       1218266.38541805	       6199602.89169991									20				20096																		0	10	
       1218628.0718024005	       6199643.552766906									20				20096																		0	10	
       1218404.11744564	       6199688.690978502									20				20096																		0	10	
       1218487.8472517608	       6199677.637373443									20				20096																		0	10	
       1218332.7448119863	       6199640.626270287									20				20096																		0	10	
       1218268.9816501045	       6199573.314804473									20				20096																		0	10	
       1218589.5851389433	       6199641.24819136									20				20096																		0	10	
       1218468.1370889212	       6199676.479412077									20				20096																		0	10	
       1218311.7577989302	       6199641.753293422									20				20096																		0	10	
       1218246.6394631912	       6199488.222046719									20				20096																		0	10	
       1218537.8954516992	       6199655.585173687									20				20096																		0	10	
       1218255.0087895899	       6199575.613999421									20				20096																		0	10	
       1218657.984566342	       6199615.632524484									20				20096																		0	10	
       1218238.5413872781	       6199592.311219302									20				20096																		0	10	
       1218566.4980732142	       6199661.8049137									20				20096																		0	10	
       1218320.3634441372	       6199644.079202693									20				20096																		0	10	
       1218295.2044044593	       6199614.036370908									20				20096																		0	10	
       1218274.2895718517	       6199599.30684355									20				20096																		0	10	
       1218232.9916731848	       6199596.846289806									20				20096																		0	10	
       1218578.5553199127	       6199645.371648429									20				20096																		0	10	
       1218710.5981770821	       6199600.338622082									20				20096																		0	10	
       1218229.0431268208	       6199509.043424514									20				20096																		0	10	
       1218363.8776484132	       6199653.7294582175									20				20096																		0	10	
       1218233.2255697635	       6199515.136690204									20				20096																		0	10	
       1218685.956227183	       6199598.689786567									20				20096																		0	10	
       1218703.6116745595	       6199598.547579265									20				20096																		0	10	
       1218708.4393080329	       6199558.944407986									20				20096																		0	10	
       1218661.659405658	       6199591.735002725									20				20096																		0	10	
       1218248.900917008	       6199534.944589837									20				20096																		0	10	
       1218693.9208176876	       6199599.591605997									20				20096																		0	10	
       1218242.6020908128	       6199584.394679384									20				20096																		0	10	
       1218236.0587066284	       6199528.442196556									20				20096																		0	10	
       1218530.038680609	       6199651.159114831									20				20096																		0	10	
       1218433.6264356829	       6199704.822110861									20				20096																		0	10	
       1218452.8050292628	       6199651.768872201									20				20096																		0	10	
       1218249.0844283304	       6199554.964809348									20				20096																		0	10	
       1218680.4983682383	       6199613.002794184									20				20096																		0	10	
       1218601.9510026742	       6199625.825110692									20				20096																		0	10	
       1218461.516489397	       6199683.608563623									20				20096																		0	10	
       1218717.3932740574	       6199602.254895122									20				20096																		0	10	
       1218318.731358279	       6199588.791009289									20				20096																		0	10	
       1218638.408181539	       6199628.327308928									20				20096																		0	10	
       1218609.7512804081	       6199638.302306075									20				20096																		0	10	
       1218632.9970912617	       6199637.317143069									20				20096																		0	10	
       1218557.5457548136	       6199657.735735637									20				20096																		0	10	
       1218452.5220593992	       6199686.074449853									20				20096																		0	10	
       1218234.9253351646	       6199492.297494119									20				20096																		0	10	
       1218662.0763477918	       6199627.939288231									20				20096																		0	10	
       1218704.9126393772	       6199541.03206062									20				20096																		0	10	
       1218220.69355644	       6199512.745540378									20				20096																		0	10	
       1218338.4506161488	       6199652.361981662									20				20096																		0	10	
       1218328.889574165	       6199647.9893106595									20				20096																		0	10	
       1218667.7513163202	       6199623.436544168									20				20096																		0	10	
       1218533.3879309252	       6199662.200302412									20				20096																		0	10	
       1218716.5025992396	       6199612.525796842									20				20096																		0	10	
       1218555.4932963457	       6199668.764045697									20				20096																		0	10	
       1218522.4868696444	       6199660.153323904									20				20096																		0	10	
       1218688.45977199	       6199608.260760605									20				20096																		0	10	
       1218358.0824225373	       6199668.535805199									20				20096																		0	10	
       1218584.7877399253	       6199651.895510113									20				20096																		0	10	
       1218567.2977522435	       6199654.337806549									20				20096																		0	10	
       1218637.4240461062	       6199650.824490823									20				20096																		0	10	
       1218308.25392442	       6199635.656571976									20				20096																		0	10	
       1218550.2519892333	       6199655.420793259									20				20096																		0	10	
       1218616.636972654	       6199648.912046658									20				20096																		0	10	
       1218442.0773241662	       6199697.718935014									20				20096																		0	10	
       1218340.1712246386	       6199659.845162805									20				20096																		0	10	
       1218240.5992906864	       6199555.419496024									20				20096																		0	10	
       1218590.3673548822	       6199661.729957765									20				20096																		0	10	
       1218392.2985442905	       6199694.179494466									20				20096																		0	10	
       1218574.5242975256	       6199659.425217277									20				20096																		0	10	
       1218412.2865448864	       6199714.690666749									20				20096																		0	10	
       1218255.5388384222	       6199613.505830354									20				20096																		0	10	
       1218379.3745464308	       6199691.230922439									20				20096																		0	10	
       1218515.7167855245	       6199671.381146825									20				20096																		0	10	
       1218672.0080467844	       6199608.991553715									20				20096																		0	10	
       1218641.380173207	       6199639.325028182									20				20096																		0	10	
       1218286.5154128303	       6199597.789509612									20				20096																		0	10	
       1218375.7177478343	       6199702.918515279									20				20096																		0	10	
       1218302.7751581094	       6199645.661138037									20				20096																		0	10	
       1218301.713520578	       6199631.822825436									20				20096																		0	10	
       1218565.3678629026	       6199675.54149442									20				20096																		0	10	
       1218385.7451709483	       6199703.874118228									20				20096																		0	10	
       1218563.0570968974	       6199668.48824456									20				20096																		0	10	
       1218266.8484761969	       6199613.484025054									20				20096																		0	10	
       1218334.8494479633	       6199661.0495655015									20				20096																		0	10	
       1218395.8346457446	       6199701.682272983									20				20096																		0	10	
       1218291.4030435209	       6199641.270654287									20				20096																		0	10	
       1218668.3709831182	       6199633.165827711									20				20096																		0	10	
       1218258.8369163568	       6199628.061474164									20				20096																		0	10	
       1218674.378432597	       6199617.407100245									20				20096																		0	10	
       1218246.6400055606	       6199600.144697403									20				20096																		0	10	
       1218725.2552196658	       6199599.536558578									20				20096																		0	10	
